FOODID	FOODNAME
29687	MAKEINEN, SALMIAKKIMAKEINEN
29749	KEKSI, LEIVOSKEKSI, KESKIARVO
29753	KEKSI, PIKKULEIPÄ
29754	KEKSI, PIKKULEIPÄ, PERUNAJAUHOA, FRUKTOOSILLA MAKEUTETTU
29756	KEKSI, SUKLAAKEKSI, TEOLLINEN, KESKIARVO
29759	KEKSI, LASTENKEKSI, KESKIARVO
29760	KEKSI, KAURAKEKSI, TEOLLINEN
29761	KEKSI, VOHVELIKEKSI
29763	KORPPU, SOKERIKORPPU, RASVATON MAITO, TEOLLINEN
29764	KORPPU, SOKERIKORPPU, VESI, TEOLLINEN
29765	KORPPU, SOKERIKORPPU, KEVYTMAITO, KOTITEKOINEN
29766	KORPPU, GRAHAMKORPPU, VESI, TEOLLINEN
29767	KORPPU, GRAHAMKORPPU, MAITO, KOTITEKOINEN
29768	KORPPU, VEHNÄKORPPU, MAITO, TEOLLINEN
29769	KEKSI, SUOLAKEKSI
29770	KEKSI, VOILEIPÄKEKSI, VESIKEKSI
29771	NÄKKILEIPÄ, RUISNÄKKILEIPÄ, KUITUA 17 %
29772	HAPANKORPPU
29775	MURO, MAISSIHIUTALE, SOKERIHUURRETTU
29776	MURO, WEETABIX ORIGINAL, MUROKE, VITAMINOITU
29777	MURO, WEETABIX, BANAANI, MUROKE
29778	MURO, VEHNÄRENGASMURO
29779	MURO, NELJÄNVILJANMURO
29780	MURO, SUKLAAMURO, KESKIARVO
29781	MURO, RIISI-VEHNÄHIUTALE
29782	MURO, LESEMURO, TÄYSJYVÄVEHNÄ
29783	MURO, RIISIMURO
29784	MYSLI, VILJAINEN
29785	MYSLI, PERUS
29787	SEKALEIPÄ, KAURALEIPÄ, VESI
29788	SEKALEIPÄ, OHRALEIPÄ, VESI, HIIVALEIPÄ- OHRA-, VEHNÄJAUHO
29789	VAALEA LEIPÄ, JUUSTOPATONKI
29790	VAALEA LEIPÄ, VALKOSIPULIPATONKI
29791	SEKALEIPÄ, PORKKANALEIPÄ, VESI
29792	SEKALEIPÄ, PORKKANASÄMPYLÄ, VESI
29793	VAALEA LEIPÄ, JUUSTOSÄMPYLÄ, VESI
29794	SEKALEIPÄ, KAURASÄMPYLÄ, VESI
29795	PAAHTOLEIPÄ, VEHNÄ, VESI
29796	PAAHTOLEIPÄ, GRAHAMPAAHTOLEIPÄ, VESI
29797	PAAHTOLEIPÄ, RUISPAAHTOLEIPÄ
29798	SEKALEIPÄ, ROUHELEIPÄ, VAALEA, VESI
29799	SEKALEIPÄ, ROUHESÄMPYLÄ, VESI, VAALEA
29800	SEKALEIPÄ, SÄMPYLÄ, RUISROUHESÄMPYLÄ, VESI
29801	VAALEA LEIPÄ, PERUNARIESKA, TEOLLINEN
29802	SEKALEIPÄ, OHRARIESKA, TEOLLINEN
29803	SEKALEIPÄ, RIESKA, PERUNA-OHRA, VESI, VEHNÄJAUHO, TEOLLINEN
29804	SEKALEIPÄ, VESI, VEHNÄ-, RUISJAUHO, PERUNAHIUTALE
29805	SEKALEIPÄ, VAALEA, VESI, VEHNÄJAUHO, VEHNÄROUHE
29806	PAAHTOLEIPÄ, MONIVILJA
29807	SEKALEIPÄ, SÄMPYLÄ, MONIVILJA
29808	SEKALEIPÄ, RUISSÄMPYLÄ
29809	SEKALEIPÄ, PERUNALIMPPU, VEHNÄ-, RUISJAUHO, PERUNAHIUTALE
29810	SEKALEIPÄ, SETSUURI, PÄÄSIÄISLIMPPU/JOULULIMPPU
29811	RUISLEIPÄ, RUISSEKALEIPÄ
29812	NÄKKILEIPÄ, VEHNÄNÄKKILEIPÄ, KUITUA 7 %
29813	NÄKKILEIPÄ, GRAHAMNÄKKILEIPÄ, KUITUA 8 %
29814	RUISLEIPÄ, VARRASLEIPÄ
29815	KORPPU, VEHNÄKORPPU, VESI, TEOLLINEN
29819	PIIMÄ, GEFILUS-PIIMÄ, RASVATON, D-VIT 1 UG, PROBIOOTTEJA
29822	JAUHO, MAISSIJAUHO, KARKEA, POLENTAJAUHO
29823	JAUHO, MAISSIJAUHO, HIENOKSI JAUHETTU
29851	LAMPAANLIHA, VÄHÄRASVAINEN, KEITETTY, SUOLATON
29975	ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, HERBALIFE FORMULA 1, 35 % PROTEIINIA
30005	ATERIANKORVIKE, PROTEIINIJUOMA MAITOON, HERBALIFE FORMULA 1
30051	TÄYSKSYLITOLIPASTILLI
30104	JAUHO, TAPIOKA
30149	PORSAANKYLKI, RIBSIT, PAISTETTU
30151	PANNUKAKKU, LAKTOOSITON MAITOJUOMA
30152	MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, SIANLIHA, KEVYTMAITO
30153	KAALILAATIKKO, LIHATON, MUNAMAITO
30154	NAKKIKEITTO
30155	JAUHELIHAKASTIKE, RUSKEA KASTIKE, SIANLIHA, RASVAA
30156	HIRVENLIHAKÄRISTYS
30157	GRILLIMAKKARA, GRILLATTU
30158	OHRAPUURO, UUNISSA, MAITO, OHRASUURIMO, SUOLAA
30159	RIISIPUURO, MAITO, RIISI, SUOLATON
30161	KAURAPUURO, RASVATON MAITO, SUOLAA
30162	RIISIPUURO, TÄYSMAITO, RIISI, SUOLAA
30163	ATERIASALAATTI, TONNIKALASALAATTI, KANANMUNA, EI KASTIKETTA
30164	ATERIASALAATTI, KATKARAPUSALAATTI, KANANMUNAA, EI KASTIKETTA
30166	SALAATTI, SIENISALAATTI, KEVYTKERMA
30167	ATERIASALAATTI, CAESARSALAATTI, BROILERI, JUUSTO, CAESARKASTIKE, KRUTONKI
30168	HAMPURILAINEN, NAUDANLIHAPIHVI JA ROUHESÄMPYLÄ
30169	HAMPURILAINEN, KANAHAMPURILAINEN, ROUHESÄMPYLÄ
30170	HAMPURILAINEN, KASVISHAMPURILAINEN, ROUHESÄMPYLÄ
30171	HAMPURILAINEN, RUISHAMPURILAINEN, PORSAAN ULKOFILEE
30172	SOKERIVESIKUORRUTUS
30174	PULLA, KORVAPUUSTI, RUNSASRASVAINEN, VESI, ÖLJY
30175	KAURAPUURO, VESI, OMENA-KANELI, SOKERIA, SUOLATON
30178	VATRUSKA, VOIDELTU
30179	HIRVENLIHAKASTIKE, RUOANVALMISTUSKERMA
30180	MAKARONILAATIKKO, SOIJA-MAKARONILAATIKKO, KEVYTMAITO
30181	MAKARONILAATIKKO, KALA-MAKARONILAATIKKO, TONNIKALA, KEVYTMAITO
30182	KINKKUKASTIKE, MAITOPOHJAINEN, SINIHOMEJUUSTOA, RUOANVALMISTUSKERMAA
30184	LOHIFILEE, PAISTETTU
30185	VANUKAS, SOIJAVANUKAS
30186	VEHNÄTORTILLA
30187	MAISSINAKSU, SUOLATON
30188	VERIOHUKAINEN, TEOLLINEN
30189	PINAATTIOHUKAINEN, TEOLLINEN
30190	JAUHO, KAURAJAUHO
30192	RISOTTO, JAUHELIHA-PAPURISOTTO, NAUDANLIHA
30193	PASTA, MONIVILJAPASTA, VEHNÄ, RUIS, OHRA
30194	URHEILUJUOMA, HIILIHYDRAATTIJUOMA, POWERADE, GATORADE
30195	VANUKAS, MAITOSUKLAAVANUKAS, TEOLLINEN, KESKIARVO
30200	KEBABLEIPÄ, PITAKEBAB, RULLAKEBAB, GRILLIRUOKA
30201	UUNIKALA
30202	SUSHI, TONNIKALA, ILMAN LEVÄÄ, NIGIRI
30203	SUSHI, LEVÄRULLA, TUORESUOLATTU LOHI, MAKI
30204	KASVISKUSKUS
30205	LIHAPULLA, LIHAPYÖRYKKÄ, TEOLLINEN
30206	VIINERI, VANILJAKIISSELI, HILLO, VESI, LEIPOMO
30207	SOIJAJUOMA, KALSIUMIA
30208	KAURAJUOMA, MAIDOTON, LISÄTTY KALSIUMIA
30209	KAURAJUOMA, MAIDOTON, LISÄTTY KALSIUMIA JA VITAMIINEJA
30210	KAURAJUOMA, MAIDOTON, OAT DRINK
30211	KAURAVALMISTE, VAIHTOEHTO KERMALLE, RASVAA 15 %
30212	RIISIJUOMA, LISÄTTY KALSIUMIA
30213	WOK-KASVIKSET, MAISSI-PORKKANA-HERNE-PARSAKAALI-PAPRIKA-SIENI-PURJO
30214	VESIKASTANJA
30215	WOK-KASVIKSET, PORKKANA-HERNE-VESIKASTANJA- BAMBUNVERSO-PAPRIKA-SIENI
30216	WOK-KASVIKSET, WOKATTU, MAISSI-PORKKANA-HERNE-PARSAKAALI-PAPRIKA-SIENI-PURJO
30217	WOK-KASVIKSET, WOKATTU, PORKKANA-HERNE-VESIKASTANJA-BAMBUNVERSO-PAPRIKA-SIENI
30218	WOK-KASVIKSET, LANTTU-PORKKANA-PARSAKAALI-VESIKASTANJA-MAISSI-HERNE-SIENI
30219	WOK-KASVIKSET, WOKATTU, LANTTU-PORKKANA-PARSAKAALI-VESIKAST.-MAISSI-HERNE-SIENI
30221	RIISI-KAURASEOS
30222	RUNEBERGINTORTTU
30223	BATAATTI, KUORITTU
30224	VIRVOITUSJUOMA, KOLAJUOMA LIGHT, KEINOTEKOISESTI MAKEUTETTU
30225	BROILERI-KASVISWOKKI, WOKKIVIHANNEKSET
30226	PORSAS-KASVISWOKKI, WOKKIVIHANNEKSET
30259	PAKASTEKASVISSEKOITUS, PERUNA-SIPULISEKOITUS
30260	PERUNA-SIPULILAATIKKO, PAKASTESEKOITUS, KASVIRASVAKERMA 15 %
30261	GRILLIMAKKARA, KEITETTY
30262	PORONLIHA, PAISTETTU
30265	BROILERIN SIIPI, NAHKOINEEN
30268	BROILERIN SIIPI, NAHATON
30271	BROILERIN SIIPI, MARINOITU, RAAKA
30272	BROILERIN SIIPI, MARINOITU, UUNISSA
30273	LEIKKELEMAKKARA, BALKAN/KINKKUMAKKARA, RASVAA 16 %
30274	LEIKKELEMAKKARA, BALKANMAKKARA, RASVAA 21,5 %
30275	LEIKKELEMAKKARA, GOUTERMAKKARA, RASVAA 12 %
30278	MUIKKUSÄILYKE, TOMAATTIKASTIKKEESSA
30279	LEIKKELEMAKKARA, LAUANTAIMAKKARA, KEVYT, RASVAA 14,5 %
30281	NAKKI, JUUSTOINEN
30282	KAMPELAFILEE, LEIVITETTY, PAISTETTU PANNULLA
30286	KAMPELAFILEE, LEIVITETTY, UUNISSA
30292	LENKKIMAKKARA, JUUSTOINEN
30294	LEIKKELEMAKKARA, VÄHÄSUOLAINEN, RASVAA 3,5 %
30295	LEIKKELEMAKKARA, BALKANMAKKARA/KINKKUMAKKARA, KEVYT, RASVAA 9 %
30298	PULLA, KESKIRASVAINEN, KEVYTMAITO, KEINOTEKOISESTI MAKEUTETTU
30299	KALKKUNALEIKE, LEIVITETTY, UUNISSA
30303	KALAPYÖRYKKÄ, TEOLLINEN
30305	MEETVURSTI, KEVYT, RASVAA 15 %
30306	MEETVURSTI
30310	SULATEJUUSTO, RASVAA 5 %, VÄHÄRASVAINEN
30311	KALAKUKKO, KIRJOLOHI
30312	FETA-KASVISPANNU
30313	KALAKASTIKE, LOHIKASTIKE, KERMAINEN
30314	BROILERIKEITTO, KASVIKSIA, KERMAINEN
30315	KANALIEMI, LAIMENNETTU
30316	BROILERINLEIKE, LEIVITETTY, KARINIEMEN KANANPOJAN PANEROITU PIHVI
30317	NAKKI, TUOTEKESKIARVO
30318	LENKKIMAKKARA, KESKIARVO
30319	LEIKKELEMAKKARA, JAHTIMAKKARA, RASVAA 18 %
30321	GRILLIMAKKARA, KEVYT, TUOTEKESKIARVO
30322	RYYNIMAKKARA, TUOTEKESKIARVO
30324	LENKKIMAKKARA, KEVYT, TUOTEKESKIARVO
30325	NAKKI, KEVYT, TUOTEKESKIARVO
30326	GRILLIMAKKARA, KEVYT, GRILLATTU
30327	GRILLIMAKKARA, LIHAISA, GRILLATTU
30328	LENKKIMAKKARA, KEVYT, GRILLATTU
30329	NAKKI, KEVYT, GRILLATTU
30330	NAKKI, GRILLATTU, JUUSTOINEN
30331	LENKKIMAKKARA, JUUSTOINEN, GRILLATTU
30332	GRILLIMAKKARA, KEVYT, UUNISSA
30333	GRILLIMAKKARA, LIHAISA, UUNISSA
30334	LENKKIMAKKARA, KEVYT, UUNISSA
30335	LENKKIMAKKARA, UUNISSA
30336	LENKKIMAKKARA, JUUSTOINEN, UUNISSA
30338	NAKKI, UUNISSA
30339	NAKKI, KEVYT, UUNISSA
30340	NAKKI, UUNISSA, JUUSTOINEN
30341	NAKKI, KEVYT, KEITETTY
30342	GRILLIMAKKARA, PAISTETTU ILMAN RASVAA
30344	LAUANTAIMAKKARA, PAISTETTU ILMAN RASVAA
30345	LAUANTAIMAKKARA, PAISTETTU RASVASSA
30346	RIISI, PITKÄJYVÄINEN, KEITETTY, SUOLATON
30347	RIISI, PITKÄJYVÄINEN, KASVISLIEMESSÄ, KEITETTY
30348	RIISI, TUMMA, KEITETTY, SUOLATON
30349	TÄYSJYVÄRIISI, KEITETTY, SUOLAA
30350	RUIS-RIISISEOS, KEITETTY, SUOLATON
30351	RIISI-KAURASEOS, KEITETTY, SUOLAA
30352	RIISI-KAURASEOS, KEITETTY, SUOLATON
30356	MAKARONI, KEITETTY, SUOLATON
30357	PASTA, SPAGETTI, KEITETTY, SUOLATON
30358	KAURAMAKARONI, KEITETTY, SUOLAA
30360	MAKARONI, RUISMAKARONI, KEITETTY, SUOLATON
30361	PASTA, MONIVILJAPASTA, KEITETTY, SUOLATON
30362	PASTA, MONIVILJAPASTA, KEITETTY, SUOLAA
30366	PERUNASOSE, VESI, KASVIRASVALEVITE
30367	PERUNASOSE, RASVATON MAITO
30368	PERUNASOSE, TÄYSMAITO
30369	RAAKAMAKKARA, SISKONMAKKARA
30370	GRILLIMAKKARA, JUUSTOINEN, LIHAISA
30371	MAKKARA, VERIMAKKARA, MUSTAMAKKARA
30372	MAKSAMAKKARA, MAKSAPASTEIJA, KESKIARVO
30373	MAKSAMAKKARA, MAKSAPASTEIJA, KEVYT, KESKIARVO
30374	GRILLIMAKKARA, JUUSTOINEN
30380	TEE, JÄÄTEE
30382	PUNAJUURI, KEITETTY, SUOLATON
30384	LANTTU, KEITETTY, SUOLATON
30388	MEHU, MEHUJUOMA, OSITTAIN KEINOTEKOISESTI MAKEUTETTU
30390	MEHU, MEHUJUOMA, KEVYT, OSITTAIN KEINOTEKOISESTI MAKEUTETTU
30391	TÄYSMEHU, PÄÄRYNÄTÄYSMEHU
30392	MEHU, MEHUJUOMA
30394	MEHUJUOMATIIVISTE, KESKIARVO
30395	TÄYSMEHU, KARPALO-PUOLUKKATÄYSMEHU
30396	MEHU, MEHUJUOMA, SOKERITON, KEINOTEKOISESTI MAKEUTETTU
30402	JUUSTO, PUOLIKOVA JUUSTO, RASVAA 5 %
30406	RAEJUUSTO, RASVAA 2-5 %, LAKTOOSITON
30423	MAITO, RASVATON, LAKTOOSITON MAITOJUOMA, D-VITAMIINIA 1 UG
30424	PULLA, KESKIRASVAINEN, KEVYTMAITO, LAKTOOSITON
30425	MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, SIKA-NAUTA, LAKTOOSITON MAITOJUOMA
30428	JUUSTO, SINIHOMEJUUSTO, RASVAA 17 %, AURA
30429	JUUSTO, VALKOHOMEJUUSTO, RASVAA 16 %, CAMEMBERT/BRIE
30430	SIIDERI, KUIVA, 5,5 TIL% ALKOHOLIA
30432	SIIDERIJUOMA, 0,7 TIL% ALKOHOLIA
30434	KALALEVITE
30440	RIISISUKLAA
30443	TUOREJUUSTO, RASVAA 15 %, MAUSTETTU, CREME BONJOUR LIGHT
30444	TOMAATTI, AURINKOKUIVATTU, ÖLJYSSÄ
30449	VIILI, MAUSTAMATON, RASVAA 1 %, YKKÖSVIILI, VL
30450	VIILI, MAUSTETTU, RASVAA 2 %, VL
30451	KIVENNÄISVESI, FRUKTOOSILLA MAKEUTETTU
30452	JOGURTTI, JUOTAVA, RASVAA 0,1 %, VL
30454	KERMAVIILI, RASVAA 6 %, VL
30455	KERMAVIILI, RASVAA 3,5 % ,VL
30456	JOGURTTI, MAUSTETTU, RASVAA 2 %, VL, D-VIT 0,5 UG
30462	JOGURTTI, MAUSTETTU, RASVAA 1,5 %, VL
30464	JOGURTTI, MAUSTETTU, RASVATON, LAKTOOSITON
30478	KANTARELLI, PAISTETTU
30570	MALTODEKSTRIINI
30572	GRILLIMAKKARA, TUOTEKESKIARVO
30573	GRILLIMAKKARA, LIHAISA, TUOTEKESKIARVO
30574	MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENTAMATON, SOKERITON
30575	MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENNETTU, SOKERITON
30576	MEHU, GEFILUS, PROBIOOTTEJA, TUOTEKESKIARVO
30599	PAKASTEKASVISSEKOITUS, PERUNA-SIPULISEKOITUS, PAISTETTU
30600	BATAATTI, UUNISSA
30601	BATAATTI, PAISTETTU
30602	BATAATTI, KUORITTU, KEITETTY, SUOLATON
30603	BATAATTI, KUORITTU, KEITETTY, SUOLAA
30604	BATAATTISOSEKEITTO, VESI
30605	TONNIKALA, PAISTETTU
30606	TÄYSMEHU, C-VITAMIINIA, D-VITAMIINIA, PROBIOOTTEJA
30607	MEHU, MEHUJUOMA, KUITUA
30608	JOGURTTI, MAUSTETTU HILLOLLA, RASVATON
30610	VOI, VÄHÄSUOLAINEN
30612	KASVIRASVALEVITE 30 %, KEIJU KEVYT
30614	(ARC) KASVIRASVALEVITE 25%, PIRKKA
30616	MARGARIINI 40 %, RAINBOW
30617	KASVIRASVALEVITE 70 %, KEIJU LAKTOOSITON, D-VIT 20 UG
30619	MARGARIINI 60 %, KEIJU NORMAALISUOLAINEN, D-VIT 20 UG
30621	MARGARIINI 40 %, KEIJU KEVYT LAKTOOSITON, D-VIT 20 UG
30629	MARGARIINI 60 %, KULTARYPSI
30631	MARGARIINI 60 %, TEOLLINEN TUOTEKESKIARVO
30633	MEHUJUOMATIIVISTE, VITAMINOITU
30634	NUUDELI, KEITETTY, SUOLAA
30635	NUUDELI, KEITETTY, SUOLAA, ÖLJYÄ
30636	SIIDERI, KEVYT, 4,7 TIL% ALKOHOLIA
30638	GIN LONG DRINK, KEVYT 4,7 TIL%
30639	BOOLI, 7 TIL.% ALKOHOLIA
30641	KANANMUNA, OMEGA, KUORETON
30646	RUOANVALMISTUSKERMA, RASVAA 5 %, VL
30664	SUOLAPÄHKINÄ-HEDELMÄ-SEKOITUS
30665	ATERIANKORVIKE, PROTEIINIPATUKKA, KESKIARVO, N. 30 % PROTEIINIA
30666	KALKKUNAKASTIKE, RUOANVALMISTUSKERMA, VIHANNEKSIA
30667	KALKKUNAKASTIKE, KASVIRASVAKERMA, VIHANNEKSIA
30668	RISOTTO, KALKKUNARISOTTO
30669	NUPPUVIHANNES, KEITETTY, SUOLATON, KUKKAKAALI, PORKKANA, PARSAKAALI
30670	SALAATTI, PASTA-VIHANNES
30671	RAHKA, HEDELMÄRAHKA, KEVYTMAITO, KOTITEKOINEN
30672	RAHKA, MARJARAHKA, KEVYTMAITO, KOTITEKOINEN
30673	RAHKA, MAUSTETTU, RASVAA 3,5 %
30676	NAUDANFILEE, ULKOFILEE, UUNISSA
30677	NAUDANFILEE, ULKOFILEE, PAISTETTU
30728	TOMAATTIKASTIKE
30731	KALAKASTIKE, LOHIKASTIKE, TOMAATTINEN
30732	SIPULIKEITTO
30733	BROILERI, KOIPI-REISI, NAHKOINEEN, UUNISSA
30792	BROILERI, KOIPI-REISI, NAHATON
30795	BROILERI, KOIPI-REISI, NAHATON, UUNISSA
30796	BROILERI, KOIPI-REISI, NAHATON, GRILLATTU
30799	JÄLKIRUOKAKASTIKE, VANILJAKASTIKE, KAURAPOHJAINEN
30800	JÄÄTELÖ, KAURAJÄÄTELÖ
30801	KOKOLIHALEIKKELE, PARMANKINKKU, ILMAKUIVATTU KINKKU, RASVAA 15 %
30818	SALAATTI, JÄÄVUORISALAATTI, TOMAATTI, KURKKU, VIHERSEKASALAATTI
30914	FENKOLI, SALAATTIFENKOLI
30924	MAISSIPUURO, POLENTA, SUOLAA
30925	MAJONEESI, RASVAA 80 %
30926	MAJONEESI, RASVATON
30968	PINJANSIEMEN
30991	PELLAVANSIEMEN, KOKONAINEN
31139	PASTA, VEHNÄNALKIOPASTA
31140	PASTA, VEHNÄNALKIOPASTA, KEITETTY, SUOLATON
31144	SIANLIHASUIKALE, MARINOITU, RAAKA
31145	NAUDANLIHASUIKALE, MARINOITU, RAAKA
31146	SIANLIHASUIKALE, MARINOITU, PAISTETTU ÖLJYSSÄ
31147	NAUDANLIHASUIKALE, MARINOITU, PAISTETTU ÖLJYSSÄ
31148	BROILERISUIKALE, PAISTETTU, SUOLATON
31160	RUOKASOODA
31174	PASTA, TUMMA PROTEIINIPASTA
31175	KVINOA, SIEMEN
31179	KVINOA, KEITETTY, SUOLATON
31180	KVINOA, KEITETTY, SUOLAA
31181	PASTA, TUMMA PROTEIINIPASTA, KEITETTY, SUOLATON
31211	KURPITSANSIEMEN
31212	PÄHKINÄ, PISTAASIPÄHKINÄ
31213	PAPU, MUNGOPAPU, KEITETTY, LISÄTTY SUOLAA
31214	PAPU, KIDNEYPAPU, KEITETTY
31216	PAPU, ADUKIPAPU, KUIVATTU
31217	PAPU, ADUKIPAPU, KEITETTY, SUOLATON
31218	KIKHERNE, KUIVATTU
31219	LINSSI, PUNAINEN, KUIVATTU
31225	LINSSI, PUNAINEN, KEITETTY
31226	JAUHO, SPELTTIJAUHO, TÄYSJYVÄ
31228	JÄÄTELÖ, KAURAJÄÄTELÖ, PUIKKO
31229	JÄÄTELÖ, SOIJAJÄÄTELÖPUIKKO, SUKLAAKUORRUTE
31230	MAJONEESI, KANANMUNATON
31231	SOIJAVALMISTE, VAIHTOEHTO KERMALLE, RASVAA 17,5 %
31233	PAPU, HÄRKÄPAPU, KUIVATTU, KEITETTY, LISÄTTY SUOLA
31237	AMARANTTI, HIUTALE
31238	JOHANNEKSENLEIPÄPUUJAUHE, CAROB-JAUHE
31246	SOIJAJUOMA, VITAMINOITU
31247	SOIJAJUOMA, EI LISÄTTYÄ SOKERIA
31248	SOIJAJUOMA, SUKLAA, VITAMINOITU
31249	TEMPEH
31252	RIISIKAKKU, RIISIKEKSI
31253	RIISI-MAISSIKAKKU
31254	SUKLAARUSINA
31255	KAAKAOJUOMA, SOKEROITU, VESI
31256	PASTA, TUOREPASTA, KANANMUNAA
31257	PASTA, TUOREPASTA, KANANMUNAA, KEITETTY, SUOLATON
31258	KERMAVAAHTO SOKERITON, KOTITEKOINEN
31364	HAMPURILAINEN, SIKA-NAUTAPIHVI JA VEHNÄSÄMPYLÄ
31365	TÄYTETTY LEIPÄ, PITALEIPÄ, BROILERI, SALAATTI, TOMAATTI, FETA
31442	JUUSTOINEN KASVISSOSEKEITTO, TEOLLINEN, VALMISATERIA
31443	KANAKEITTO, TEOLLINEN, VALMISATERIA
31444	KALAKEITTO, KIRJOLOHIKEITTO, TEOLLINEN, VALMISATERIA
31445	BROILERIKEITTO, KANA-KOOKOSMAITOKEITTO
31446	PERUNALAATIKKO, KEBAB-PERUNALAATIKKO, KEBABKIUSAUS, TEOLLINEN, VALMISATERIA
31447	BROILERIKASTIKE, RUOANVALMISTUSKERMA
31448	BROILERI-NUUDELIWOKKI, WOKKIVIHANNEKSET
31449	PERUNALAATIKKO, SILAKKALAATIKKO, TEOLLINEN, VALMISATERIA
31450	PERUNALAATIKKO, TONNIKALA-PERUNASOSELAATIKKO, KEVYTMAITO
31451	SPAGETTILIHAVUOKA
31452	PERUNALAATIKKO, KINKKU-PERUNALAATIKKO, KINKKUKIUSAUS, TEOLLINEN, VALMISATERIA
31453	PERUNA-PORKKANASOSE, MAITO
31454	PERUNALAATIKKO, LIHA-PERUNASOSELAATIKKO, NAUDANLIHA, KEVYTMAITO
31455	RISOTTO, SIENIRISOTTO
31457	PUOLUKKAHILLO
31459	OMENAHILLO
31462	TÄYTETTY LEIPÄ, KOLMIOLEIPÄ, BROILERI, MAJONEESI
31463	TÄYTETTY LEIPÄ, KATKARAPUKOLMIOLEIPÄ
31464	TÄYTETTY LEIPÄ, KINKKUKOLMIOLEIPÄ
31465	TÄYTETTY LEIPÄ, TONNIKALAKOLMIOLEIPÄ
31466	MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, TEOLLINEN, VALMISATERIA
31467	BROILERIKASTIKE, KANAA TIKKA
31468	MANGO-CHUTNEY, HAPANIMELÄKASTIKE
31469	KYLMÄ KASTIKE, KURKKURAITA, INTIALAINEN JOGURTTIKASTIKE
31470	PERUNA-KUKKAKAALICURRY
31471	LIHAPATA, LAMMASCURRY
31482	MAKARONI, PASTA, KANANMUNAA
31483	MAKARONI, PASTA, KANANMUNAA, KEITETTY, SUOLATON
31485	MUNKKI, HILLOA JA SOKERIVESIKUORRUTE, LEIPOMO
31487	MAITOJAUHE, RASVATON, VL, D-VITAMIINIA 5 UG
31488	MAITOJAUHE, RASVATON, LAKTOOSITON, D-VITAMIINIA 5 UG
31489	JAUHELIHA, BROILERIN, PAISTETTU ILMAN RASVAA, SUOLATON
31490	JAUHELIHA, NAUDAN, RASVAA 17 %, PAISTETTU ILMAN RASVAA, SUOLATON
31492	MAKSALAATIKKO, TEOLLINEN, VALMISATERIA
31494	KIISSELI, MEHUKEITTO, KEINOTEKOISESTI MAKEUTETTU, TEOLLINEN
31495	PELLAVAÖLJY
31496	MAITOJAUHE, RASVATON, D-VITAMIINIA 5 UG
31497	MAITOJAUHE, RASVATON, VL
31498	MAITOJAUHE, RASVATON, LAKTOOSITON
31504	RASVASEOSLEVITE 70 %
31505	RASVASEOSLEVITE 75 %, LAKTOOSITON
31506	RASVASEOS 40 %, VL
31508	RASVASEOS, JUOKSEVA, 80%, KESKIARVO
31509	MUNAKAS, KINKKU-JUUSTOMUNAKAS
31511	JOGURTTI, MAUSTETTU, RASVAA NOIN 4 %, LAKTOOSITON
31518	JÄÄTELÖ, JOGURTTIJÄÄTELÖ, RASVAA 9 %
31522	PAAHTOLEIPÄ, RUNSASKUITUINEN, VÄHÄSUOLAINEN
31525	SOIJAVÄLIPALA, ALPRO, HAPATETTU, MAUSTAMATON, RASVAA 2,3 %, KALSIUM, VITAMINOITU
31530	VOI, LAKTOOSITON
31532	JAUHO, JAUHOSEOS, TUMMA, LUONTAISESTI GLUTEENITON
31534	JAUHO, JAUHOSEOS, GLUTEENITON, VEHNÄTÄRKKELYSTÄ, VITAMINOITU, MAITO
31536	KALAPUIKKO, LOHI, KYPSENTÄMÄTÖN
31537	PASTA, TÄYSJYVÄRIISIJAUHO, LUONTAISESTI GLUTEENITON
31538	APRIKOOSISOSE, SOKERITON, C-VITAMINOITU
31539	MARJASOSE, SOKERITON, C-VITAMINOITU
31540	NÄKKILEIPÄ, LUONTAISESTI GLUTEENITON, VITAMINOITU, KUITUA 7,5 %
31541	KEKSI, VÄLIPALAKEKSI, GLUTEENITON
31542	PAAHTOLEIPÄ, GLUTEENITON, VEHNÄTÄRKKELYSTÄ
31543	MYSLI, HEDELMÄMYSLI, FINAX, LUONTAISESTI GLUTEENITON
31544	JAUHO, JAUHOSEOS, VAALEA, LUONTAISESTI GLUTEENITON
31545	KETSUPPI, VÄHEMMÄN SUOLAA JA SOKERIA, FELIX
31547	PAPU, VIHREÄ PAPU, KEITETTY, SUOLATON
31548	NÄKKILEIPÄ, GLUTEENITON, MAITO JA VEHNÄTÄRKKELYS, VITAMINOITU, KUITUA 7 %
31550	JAUHO, JAUHOSEOS, VAALEA, GLUTEENITON, VEHNÄTÄRKKELYS, MAITOJAUHE
31552	GUAVA
31553	MAITO, KEVYTMAITO, LAKTOOSITON MAITOJUOMA, EI LISÄTTY D-VITAMIINIA, LUOMU
31555	GRANAATTIOMENA, KUORITTU
31557	CHILI, VIHREÄ, TUORE
31558	KUIVAKAKKU, TIIKERIKAKKU
